last_name,first_name,middle_name,suffix,nickname,full_name,name_comma,party,birthday,gender,type,state,district,senate_class,url,address,phone,contact_form,rss_url,twitter,twitter_id,facebook,youtube,youtube_id,mastodon,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Carter,Earl,L.,,Buddy,"Earl L. ""Buddy"" Carter","Carter, Earl L.",Republican,1957-09-06,M,rep,GA,1,,https://buddycarter.house.gov,2432 Rayburn House Office Building Washington DC 20515-1001,202-225-5831,,,RepBuddyCarter,2973870195,congressmanbuddycarter,,UCHQm49T6ikD_ioMAt50AwKQ,,C001103,2236,N00035346,,H4GA01039,76158,412622,32085,"Earl ""Buddy"" Carter",,21513,Buddy Carter
Carter,Troy,Anthony,,,Troy A. Carter,"Carter, Troy Anthony",Democrat,1963-10-26,M,rep,LA,2,,https://troycarter.house.gov,442 Cannon House Office Building Washington DC 20515-1802,202-225-6636,,,RepTroyCarter,1352760304271241218,RepTroyCarter,,,,C001125,,N00025766,,H2LA02149,,456860,35462,Troy Carter,,,Troy Carter (politician)
Casar,Gregorio,Eduardo,,,Greg Casar,"Casar, Gregorio Eduardo",Democrat,1989-05-04,M,rep,TX,35,,https://casar.house.gov,446 Cannon House Office Building Washington DC 20515-4335,202-225-5645,,,RepCasar,1499512178013057032,RepCasar,,,,C001131,,N00049855,,H2TX35144,,456945,161953,,,,Greg Casar
Case,Ed,,,,Ed Case,"Case, Ed",Democrat,1952-09-27,M,rep,HI,1,,https://case.house.gov,2210 Rayburn House Office Building Washington DC 20515-1101,202-225-2726,,,RepEdCase,1081350574589833221,RepEdCase,RepEdCase,,,C001055,1693,N00025882,,H2HI02128,,400069,3422,Ed Case,,20322,Ed Case
Cassidy,Bill,,,,Bill Cassidy,"Cassidy, Bill",Republican,1957-09-28,M,sen,LA,,2,https://www.cassidy.senate.gov,455 Dirksen Senate Office Building Washington DC 20510,202-224-5824,https://www.cassidy.senate.gov/contact,,SenBillCassidy,1017500185356853248,SenBillCassidy,SenatorBillCassidy,UCCEyGhUzxgkxFzWCY-rxz8g,,C001075,1925,N00030245,S373,"H8LA00017,S4LA00107",1030546,412269,69494,Bill Cassidy,,20919,Bill Cassidy
Casten,Sean,,,,Sean Casten,"Casten, Sean",Democrat,1971-11-23,M,rep,IL,6,,https://casten.house.gov,2440 Rayburn House Office Building Washington DC 20515-1306,202-225-4561,,,RepCasten,1083472286089396224,RepSeanCasten,,,@RepCasten@mastodon.social,C001117,,N00041338,,H8IL06139,,412775,176982,Sean Casten,,21906,Sean Casten
Castor,Kathy,,,,Kathy Castor,"Castor, Kathy",Democrat,1966-08-20,F,rep,FL,14,,https://castor.house.gov,2188 Rayburn House Office Building Washington DC 20515-0914,202-225-3376,,http://castor.house.gov/news/rss.aspx,USRepKCastor,1880674038,USRepKathyCastor,RepKathyCastor,UC_irxhmLqVenTFPxDxznG6g,,C001066,1839,N00027514,,"H6FL11126,H6FL11134",1022874,412195,53825,Kathy Castor,,20708,Kathy Castor
Castro,Joaquin,,,,Joaquin Castro,"Castro, Joaquin",Democrat,1974-09-16,M,rep,TX,20,,https://castro.house.gov,2241 Rayburn House Office Building Washington DC 20515-4320,202-225-3236,,http://castro.house.gov/rss.xml,JoaquinCastrotx,231510077,326420614138023,JoaquinCastroTX,UCsRxWnFdRiV2od1O5v5nEeQ,@Joaquincastrotx@mastodon.social,C001091,2163,N00033316,,H2TX35011,63974,412576,49227,Joaquin Castro,,21362,Joaquin Castro
Chu,Judy,M.,,,Judy Chu,"Chu, Judy M.",Democrat,1953-07-07,F,rep,CA,28,,https://chu.house.gov,2423 Rayburn House Office Building Washington DC 20515-0528,202-225-5464,,http://chu.house.gov/rss.xml,RepJudyChu,193732179,RepJudyChu,RepJudyChu,UCfcbYOvdEXZNelM8T05nK-w,,C001080,1970,N00030600,,H0CA32101,92573,412379,16539,Judy Chu,,20955,Judy Chu
Ciscomani,Juan,Guadaloupe,,,Juan Ciscomani,"Ciscomani, Juan Guadaloupe",Republican,1982-08-30,M,rep,AZ,6,,https://ciscomani.house.gov,461 Cannon House Office Building Washington DC 20515-0306,202-225-2542,,,RepCiscomani,1603530970593775616,100089186535085,UCD329AYGX7YnMMSUaTKWHwA,,,C001133,,N00049039,,H2AZ02360,,456880,106728,Juan Ciscomani,,,Juan Ciscomani
Cisneros,Gilbert,Ray,,,"Gilbert Ray Cisneros, Jr.","Cisneros, Gilbert Ray",Democrat,1971-02-12,M,rep,CA,31,,https://cisneros.house.gov,2463 Rayburn House Office Building Washington DC 20515-0531,202-225-5256,,,,,RepGilCisneros,,,,C001123,,N00041464,,"H8CA39174,H4CA31170",,412757,179370,Gil Cisneros,,21907,Gil Cisneros
Clark,Katherine,M.,,,Katherine M. Clark,"Clark, Katherine M.",Democrat,1963-07-17,F,rep,MA,5,,https://katherineclark.house.gov,2368 Rayburn House Office Building Washington DC 20515-2105,202-225-2836,,,RepKClark,2293131060,CongresswomanClark,,UCgaI52w7QKI8LtkSeCCmSuw,,C001101,2196,N00035278,,H4MA05084,73178,412600,35858,Katherine Clark,,21375,Katherine Clark
Clarke,Yvette,D.,,,Yvette D. Clarke,"Clarke, Yvette D.",Democrat,1964-11-21,F,rep,NY,9,,https://clarke.house.gov,2058 Rayburn House Office Building Washington DC 20515-3209,202-225-6231,,http://clarke.house.gov/news/rss.aspx,RepYvetteClarke,240812994,repyvettedclarke,repyvetteclarke,UC8SuQiuL2P9fUHAxuRoTdUQ,,C001067,1864,N00026961,,H4NY11138,1022875,412221,44741,Yvette D. Clarke,,20733,Yvette Clarke
Cleaver,Emanuel,,II,,Emanuel Cleaver,"Cleaver, Emanuel",Democrat,1944-10-26,M,rep,MO,5,,https://cleaver.house.gov,2217 Rayburn House Office Building Washington DC 20515-2505,202-225-4535,,http://cleaver.house.gov/rss.xml,RepCleaver,163570705,emanuelcleaverii,repcleaver,UCVC-7CLFjXczoihr5FxDLsw,,C001061,1790,N00026790,,H4MO05234,10933,400639,39507,Emanuel Cleaver,,20517,Emanuel Cleaver
Cline,Ben,,,,Ben Cline,"Cline, Ben",Republican,1972-02-29,M,rep,VA,6,,https://cline.house.gov,2443 Rayburn House Office Building Washington DC 20515-4606,202-225-5431,,,RepBenCline,1072158357237174272,RepBenCline,@congressmanbencline8000,,,C001118,,N00042296,,H8VA06104,,412832,50959,Ben Cline,,21908,Ben Cline
Cloud,Michael,,,,Michael Cloud,"Cloud, Michael",Republican,1975-05-13,M,rep,TX,27,,https://cloud.house.gov,304 Cannon House Office Building Washington DC 20515-4327,202-225-7742,,,RepCloudTX,1039879658400112640,RepCloudTX,RepCloudTX,,,C001115,,N00041882,,H8TX27049,10322,412746,177350,Michael Cloud (Texas),,21758,Michael Cloud
Clyburn,James,E.,,Jim,James E. Clyburn,"Clyburn, James E.",Democrat,1940-07-21,M,rep,SC,6,,https://clyburn.house.gov,274 Cannon House Office Building Washington DC 20515-4006,202-225-3315,,http://clyburn.house.gov/rss.xml,RepJamesClyburn,188019606,jameseclyburn,repjamesclyburn,UCIyU_UA_JEa14gvAwhquKqg,,C000537,208,N00002408,,H2SC02042,21607,400075,27066,James E. Clyburn,,39301,Jim Clyburn
Clyde,Andrew,S.,,,Andrew S. Clyde,"Clyde, Andrew S.",Republican,1963-11-22,M,rep,GA,9,,https://clyde.house.gov,445 Cannon House Office Building Washington DC 20515-1009,202-225-9893,,,Rep_Clyde,1357017361568694274,RepresentativeClyde,UC-o-UOnLuu8pZxZpShG4s7A,,,C001116,,N00046654,,H0GA09246,,456813,189770,Andrew Clyde,,,Andrew Clyde
Cohen,Steve,,,,Steve Cohen,"Cohen, Steve",Democrat,1949-05-24,M,rep,TN,9,,https://cohen.house.gov,2268 Rayburn House Office Building Washington DC 20515-4209,202-225-3265,,http://cohen.house.gov/rss.xml,RepCohen,162069635,CongressmanSteveCohen,repcohen,UC_NJlnsOBjOameUwZk0rvsA,,C001068,1878,N00003225,,H6TN09068,1022876,412236,24340,Steve Cohen,,20748,Steve Cohen (politician)
Cole,Tom,,,,Tom Cole,"Cole, Tom",Republican,1949-04-28,M,rep,OK,4,,https://cole.house.gov,2207 Rayburn House Office Building Washington DC 20515-3604,202-225-6165,,http://cole.house.gov/rss.xml,TomColeOK04,23124635,TomColeOK04,reptomcole,UCvqzPm_YnNkfEHpm3SEMJMQ,,C001053,1742,N00025726,,H2OK04055,1003609,400077,46034,Tom Cole,,20344,Tom Cole
Collins,Susan,M.,,,Susan M. Collins,"Collins, Susan M.",Republican,1952-12-07,F,sen,ME,,2,https://www.collins.senate.gov,413 Dirksen Senate Office Building Washington DC 20510,202-224-2523,https://www.collins.senate.gov/contact,http://www.collins.senate.gov/public/?a=rss.feed,SenatorCollins,19726613,susancollins,SenatorSusanCollins,UC6GYaBx5kT2r4PN8KENxC-w,,C001035,1541,N00000491,S252,S6ME00159,45738,300025,379,Susan Collins,,49703,Susan Collins
Collins,Mike,Allen,Jr.,,Mike Collins,"Collins, Mike Allen",Republican,1967-07-02,M,rep,GA,10,,https://collins.house.gov,2351 Rayburn House Office Building Washington DC 20515-1010,202-225-4101,,,RepMikeCollins,1601030771124408325,RepMikeCollinsGA,,,,C001129,,N00035370,,H4GA10071,,456895,151225,Mike Collins (Georgia),,,Mike Collins (politician)
Comer,James,,,,James Comer,"Comer, James",Republican,1972-08-19,M,rep,KY,1,,https://comer.house.gov,2410 Rayburn House Office Building Washington DC 20515-1701,202-225-3115,,https://comer.house.gov/rss.xml,RepJamesComer,1274852794206388225,congressmancomer,,,,C001108,,N00038260,,H6KY01110,76619,412676,35169,James Comer Jr.,,21565,James Comer
Conaway,Herbert,Clark Hoover,Jr.,,"Herbert C. Conaway, Jr.","Conaway, Herbert Clark Hoover",Democrat,1963-01-30,M,rep,NJ,3,,https://conaway.house.gov,1022 Longworth House Office Building Washington DC 20515-3003,202-225-4765,,,RepHerbConaway,,,,,,C001136,,N00026951,,H4NJ03080,,457008,24716,Herbert Conaway Jr.,,,Herb Conaway
Coons,Christopher,Andrew,,,Christopher A. Coons,"Coons, Christopher Andrew",Democrat,1963-09-09,M,sen,DE,,2,https://www.coons.senate.gov,218 Russell Senate Office Building Washington DC 20510,202-224-5042,https://www.coons.senate.gov/contact,http://www.coons.senate.gov/rss/feeds/?type=all,ChrisCoons,15324851,senatorchriscoons,senatorchriscoons,UC2lOVbsddn1HIkcDnmCw6tA,,C001088,1984,N00031820,S337,S0DE00092,9269028,412390,122834,Chris Coons,,40916,Chris Coons
Cornyn,John,,,,John Cornyn,"Cornyn, John",Republican,1952-02-02,M,sen,TX,,2,https://www.cornyn.senate.gov,517 Hart Senate Office Building Washington DC 20510,202-224-2934,https://www.cornyn.senate.gov/contact,http://www.cornyn.senate.gov/public/?a=rss.feed,JohnCornyn,13218102,sen.johncornyn,senjohncornyn,UCyQwLQavlOaJ64YuY_VMtiQ,,C001056,1692,N00024852,S287,S2TX00106,93131,300027,15375,John Cornyn,,40305,John Cornyn
Correa,J.,Luis,,,J. Luis Correa,"Correa, J. Luis",Democrat,1958-01-24,M,rep,CA,46,,https://correa.house.gov,2082 Rayburn House Office Building Washington DC 20515-0546,202-225-2965,,,RepLouCorrea,815985039485837312,RepLouCorrea,,UCIKJJp4QJIDjnjodc23qKkw,,C001110,,N00037260,,H6CA46116,46310,412688,9732,Lou Correa,,21711,Lou Correa
Cortez Masto,Catherine,,,,Catherine Cortez Masto,"Cortez Masto, Catherine",Democrat,1964-03-29,F,sen,NV,,3,https://www.cortezmasto.senate.gov,309 Hart Senate Office Building Washington DC 20510,202-224-3542,https://www.cortezmasto.senate.gov/contact,,SenCortezMasto,811313565760163844,SenatorCortezMasto,,UCip_83SiKUqwnUT57VOXrCg,,C001113,,N00037161,S385,S6NV00200,105698,412681,69579,Catherine Cortez Masto,,41700,Catherine Cortez Masto
Costa,Jim,,,,Jim Costa,"Costa, Jim",Democrat,1952-04-13,M,rep,CA,21,,https://costa.house.gov,2081 Rayburn House Office Building Washington DC 20515-0521,202-225-3341,,http://costa.house.gov/index.php?format=feed&amp;type=rss,RepJimCosta,245451804,RepJimCosta,RepJimCostaCA20,UCVgXX23eJEai6GiBOKO6dvA,,C001059,1774,N00026341,,H4CA20082,19599,400618,3577,Jim Costa,,20501,Jim Costa
Cotton,Tom,,,,Tom Cotton,"Cotton, Tom",Republican,1977-05-13,M,sen,AR,,2,https://www.cotton.senate.gov,326 Russell Senate Office Building Washington DC 20510,202-224-2353,https://www.cotton.senate.gov/contact/contact-tom,,SenTomCotton,968650362,SenatorTomCotton,RepTomCotton,UCXEk6mokWBajIpNatbjnwSg,,C001095,2098,N00033363,S374,"H2AR04083,S4AR00103",63928,412508,135651,Tom Cotton,,21301,Tom Cotton
Courtney,Joe,,,,Joe Courtney,"Courtney, Joe",Democrat,1953-04-06,M,rep,CT,2,,https://courtney.house.gov,2449 Rayburn House Office Building Washington DC 20515-0702,202-225-2076,,http://courtney.house.gov/index.php?format=feed&amp;type=rss,RepJoeCourtney,85396297,joecourtney,repcourtney,UCGVIfe1T2hO1Lx7ap5Wkv1w,,C001069,1836,N00024842,,H2CT02112,1021284,412193,30333,Joe Courtney,,20706,Joe Courtney (politician)
Craig,Angie,,,,Angie Craig,"Craig, Angie",Democrat,1972-02-14,F,rep,MN,2,,https://craig.house.gov,2052 Rayburn House Office Building Washington DC 20515-2302,202-225-2271,,,RepAngieCraig,1080222360643485698,RepAngieCraig,,,,C001119,,N00037039,,H6MN02131,,412789,166261,Angie Craig,,21910,Angie Craig
Cramer,Kevin,,,,Kevin Cramer,"Cramer, Kevin",Republican,1961-01-21,M,sen,ND,,1,https://www.cramer.senate.gov,313 Hart Senate Office Building Washington DC 20510,202-224-2043,https://www.cramer.senate.gov/contact/contact-kevin,,SenKevinCramer,1048784496,CongressmanKevinCramer,kevincramer,UCqUPdO9XaAW-dvwwXKbIVdA,,C001096,2144,N00004614,S398,"H0ND01026,H6ND00074,S8ND00120",7600,412555,444,Kevin Cramer,,21350,Kevin Cramer
Crane,Eli,,,,Elijah Crane,"Crane, Eli",Republican,1980-01-03,M,rep,AZ,2,,https://crane.house.gov,307 Cannon House Office Building Washington DC 20515-0302,202-225-3361,,,RepEliCrane,1608891205902794753,100088851021670,@rep.elicrane,,,C001132,,N00048953,,H2AZ01354,,456879,205885,Eli Crane,,,Eli Crane
Crank,Jeff,George,,,Jeff Crank,"Crank, Jeff George",Republican,1967-01-28,M,rep,CO,5,,https://crank.house.gov,1029 Longworth House Office Building Washington DC 20515-0605,202-225-4422,,,RepJeffCrank,,RepJeffCrank,,,,C001137,,N00028132,,H6CO05142,,456983,66946,Jeff Crank,,,Jeff Crank
Crapo,Michael,D.,,Mike,Mike Crapo,"Crapo, Michael D.",Republican,1951-05-20,M,sen,ID,,3,https://www.crapo.senate.gov,239 Dirksen Senate Office Building Washington DC 20510,202-224-6142,https://www.crapo.senate.gov/contact,,MikeCrapo,600463589,mikecrapo,senatorcrapo,UCMHzKHg1BE7dEcFjnayw1lA,,C000880,250,N00006267,S266,"S8ID00027,H2ID02034",26440,300030,26830,Mike Crapo,,29345,Mike Crapo
Crawford,Eric,A.,,Rick,"Eric A. ""Rick"" Crawford","Crawford, Eric A.",Republican,1966-01-22,M,rep,AR,1,,https://crawford.house.gov,2422 Rayburn House Office Building Washington DC 20515-0401,202-225-4076,,http://crawford.house.gov/news/rss.aspx,RepRickCrawford,233693291,RepRickCrawford,RepRickCrawford,UCLKAkVl4BHRK73lmDiIgPYg,,C001087,1989,N00030770,,H0AR01083,623259,412400,119208,Rick Crawford,,21106,Rick Crawford (politician)
Crenshaw,Dan,,,,Dan Crenshaw,"Crenshaw, Dan",Republican,1984-03-14,M,rep,TX,2,,https://crenshaw.house.gov,248 Cannon House Office Building Washington DC 20515-4302,202-225-6565,,,RepDanCrenshaw,1080894931311431682,RepDanCrenshaw,UC2XDiCjAHtJqnSEzrHAY5IQ,,,C001120,,N00042224,,H8TX02166,,412820,177270,Daniel Crenshaw,,21911,Dan Crenshaw
Crockett,Jasmine,Felicia,,,Jasmine Crockett,"Crockett, Jasmine Felicia",Democrat,1981-03-29,F,rep,TX,30,,https://crockett.house.gov,1616 Longworth House Office Building Washington DC 20515-4330,202-225-8885,,,RepJasmine,1609974443631157248,RepJasmine,,,,C001130,,N00049840,,H2TX30178,,456944,188486,Jasmine Crockett,,,Jasmine Crockett
Crow,Jason,,,,Jason Crow,"Crow, Jason",Democrat,1979-03-15,M,rep,CO,6,,https://crow.house.gov,1323 Longworth House Office Building Washington DC 20515-0606,202-225-7882,,,RepJasonCrow,1080191866509901826,RepJasonCrow,,,,C001121,,N00040876,,H8CO06229,,412762,180218,Jason Crow,,21912,Jason Crow
Cruz,Ted,,,,Ted Cruz,"Cruz, Ted",Republican,1970-12-22,M,sen,TX,,1,https://www.cruz.senate.gov,167 Russell Senate Office Building Washington DC 20510,202-224-5922,https://www.cruz.senate.gov/?p=form&id=16,,SenTedCruz,1074480192,SenatorTedCruz,sentedcruz,UCOTZ-6H1rri1lSsj6IzhUyw,,C001098,2175,N00033085,S355,S2TX00312,1019953,412573,135705,Ted Cruz,,41304,Ted Cruz
Cuellar,Henry,,,,Henry Cuellar,"Cuellar, Henry",Democrat,1955-09-19,M,rep,TX,28,,https://cuellar.house.gov,2308 Rayburn House Office Building Washington DC 20515-4328,202-225-1640,,http://cuellar.house.gov/news/rss.aspx,RepCuellar,210926192,152569121550,henrycuellar,UCVgEOdJx3tyILO9EjZ-heEQ,,C001063,1807,N00024978,,H2TX23082,1013062,400657,5486,Henry Cuellar,,20533,Henry Cuellar
Curtis,John,R.,,,John R. Curtis,"Curtis, John R.",Republican,1960-05-10,M,sen,UT,,1,https://www.curtis.senate.gov,502 Hart Senate Office Building Washington DC 20510,202-224-5251,,,RepJohnCurtis,931614483050414080,RepJohnCurtis,,UChAQ4MD-HigmGnImSoAKBVA,,C001114,,N00041221,S431,"H8UT03238,S4UT00282",,412740,123390,John Curtis (Utah),,21755,John Curtis
Daines,Steve,,,,Steve Daines,"Daines, Steve",Republican,1962-08-20,M,sen,MT,,2,https://www.daines.senate.gov,320 Hart Senate Office Building Washington DC 20510,202-224-2651,https://www.daines.senate.gov/connect/email-steve,,SteveDaines,11651202,SteveDainesMT,SteveDainesMT,UC-ny-W5mEUGytiyMdXbQ20Q,,D000618,2138,N00033054,S375,"H2MT01060,S2MT00096",1034037,412549,135720,Steve Daines,,21338,Steve Daines
Davids,Sharice,,,,Sharice Davids,"Davids, Sharice",Democrat,1980-05-22,F,rep,KS,3,,https://davids.house.gov,2435 Rayburn House Office Building Washington DC 20515-1603,202-225-2865,,,RepDavids,1080516116395499522,,,,,D000629,,N00042626,,H8KS03155,,412780,181201,Sharice Davids,,21914,Sharice Davids
Davidson,Warren,,,,Warren Davidson,"Davidson, Warren",Republican,1970-03-01,M,rep,OH,8,,https://davidson.house.gov,2113 Rayburn House Office Building Washington DC 20515-3508,202-225-6205,,,WarrenDavidson,742735530287304704,CongressmanWarrenDavidson,,UCMzuyZWzk44YRNesFzPTeUw,,D000626,2296,N00038767,,H6OH08315,102555,412675,166760,Warren Davidson,,21564,Warren Davidson
Davis,Danny,K.,,,Danny K. Davis,"Davis, Danny K.",Democrat,1941-09-06,M,rep,IL,7,,https://davis.house.gov,2159 Rayburn House Office Building Washington DC 20515-1307,202-225-5006,,http://davis.house.gov/index.php?format=feed&type=rss,RepDannyDavis,789244177,CongressmanDKDavis,dannykdavis07,UCdhrT09_XMr31tuI8OcKsjQ,,D000096,1477,N00004884,,H4IL07037,44325,400093,233,Danny K. Davis,,29717,Danny Davis (Illinois politician)
Davis,Donald,Gene,,,Donald G. Davis,"Davis, Donald Gene",Democrat,1971-08-29,M,rep,NC,1,,https://dondavis.house.gov,1123 Longworth House Office Building Washington DC 20515-3301,202-225-3101,,,RepDonDavis,,RepDonDavis,,,,D000230,,N00049636,,H2NC02287,,456912,102950,Donald Davis,,,Don Davis (North Carolina politician)
De La Cruz,Mónica,,,,Monica De La Cruz,"De La Cruz, Mónica",Republican,1974-11-11,F,rep,TX,15,,https://delacruz.house.gov,1415 Longworth House Office Building Washington DC 20515-4315,202-225-9901,,,RepMonicaDLC,,RepMonicaDLC,@RepMonicaDLC,,,D000594,,N00045793,,H0TX15124,,456943,188292,Monica De La Cruz,,,Monica De La Cruz
Dean,Madeleine,,,,Madeleine Dean,"Dean, Madeleine",Democrat,1959-06-06,F,rep,PA,4,,https://dean.house.gov,150 Cannon House Office Building Washington DC 20515-3804,202-225-4731,,,RepDean,567508925,RepMadeleineDean,UCHj4veUyhPzzOW-Jvn7MqUg,,,D000631,,N00042894,,H8PA04116,,412809,136484,Madeleine Dean,,21915,Madeleine Dean
DeGette,Diana,L.,,,Diana DeGette,"DeGette, Diana L.",Democrat,1957-07-29,F,rep,CO,1,,https://degette.house.gov,2111 Rayburn House Office Building Washington DC 20515-0601,202-225-4431,,http://degette.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw,RepDianaDeGette,28599820,DianaDeGette,RepDianaDeGette,UCWFQCRTHwsHg9P1Hf-EQtew,,D000197,1479,N00006134,,H6CO01141,90293,400101,561,Diana DeGette,,29710,Diana DeGette
DeLauro,Rosa,L.,,,Rosa L. DeLauro,"DeLauro, Rosa L.",Democrat,1943-03-02,F,rep,CT,3,,https://delauro.house.gov,2413 Rayburn House Office Building Washington DC 20515-0703,202-225-3661,,http://delauro.house.gov/index.php?format=feed&amp;type=rss,RosaDeLauro,140519774,CongresswomanRosaDeLauro,rosadelauro,UC9ROfGBm7kSLCEDYwFF6McQ,,D000216,281,N00000615,,H0CT03072,19040,400103,26788,Rosa DeLauro,,29109,Rosa DeLauro
DelBene,Suzan,K.,,,Suzan K. DelBene,"DelBene, Suzan K.",Democrat,1962-02-17,F,rep,WA,1,,https://delbene.house.gov,2311 Rayburn House Office Building Washington DC 20515-4701,202-225-6311,,http://delbene.house.gov/rss.xml,RepDelBene,995193054,RepDelBene,,UCd00b7TpKDZIr-Ujhaktvjg,,D000617,2096,N00030693,,H0WA08046,1033929,412505,126272,Suzan DelBene,,31101,Suzan DelBene
Deluzio,Chris,Raphael,,,Christopher R. Deluzio,"Deluzio, Chris Raphael",Democrat,1984-07-13,M,rep,PA,17,,https://deluzio.house.gov,1222 Longworth House Office Building Washington DC 20515-3817,202-225-2301,,,RepDeluzio,1608934316779921408,RepChrisDeluzio,,,,D000530,,N00049160,,H2PA17103,,456936,202954,Chris Deluzio,,,Chris Deluzio
DeSaulnier,Mark,,,,Mark DeSaulnier,"DeSaulnier, Mark",Democrat,1952-03-31,M,rep,CA,10,,https://desaulnier.house.gov,2134 Rayburn House Office Building Washington DC 20515-0510,202-225-2095,,,RepDeSaulnier,2968007206,RepMarkDeSaulnier,,,,D000623,2227,N00030709,,H0CA10073,61736,412613,69477,Mark DeSaulnier,,21504,Mark DeSaulnier
DesJarlais,Scott,,,,Scott DesJarlais,"DesJarlais, Scott",Republican,1964-02-21,M,rep,TN,4,,https://desjarlais.house.gov,2304 Rayburn House Office Building Washington DC 20515-4204,202-225-6831,,http://desjarlais.house.gov/news/rss.aspx,DesJarlaisTN04,235312723,ScottDesJarlaisTN04,ScottDesJarlaisTN04,UCvjuSLoi3hS0ECQvJLhwOkA,,D000616,2062,N00030957,,H0TN04195,623517,412477,123473,Scott DesJarlais,,21179,Scott DesJarlais
Dexter,Maxine,Elizabeth,,,Maxine Dexter,"Dexter, Maxine Elizabeth",Democrat,1972-12-05,F,rep,OR,3,,https://dexter.house.gov,1207 Longworth House Office Building Washington DC 20515-3703,202-225-4811,,,RepDexterOR,,RepDexterOR,,,,D000635,,N00054144,,H4OR03192,,457015,190844,Maxine Dexter,,,Maxine Dexter
Diaz-Balart,Mario,,,,Mario Diaz-Balart,"Diaz-Balart, Mario",Republican,1961-09-25,M,rep,FL,26,,https://mariodiazbalart.house.gov,374 Cannon House Office Building Washington DC 20515-0926,202-225-4211,,http://mariodiazbalart.house.gov/rss.xml,MarioDB,37094727,mdiazbalart,MarioDiazBalart,UCpEEd0Plxx5D78pI4a4mFTQ,,D000600,1717,N00025337,,H2FL25018,1003562,400108,24312,Mario Diaz-Balart,,20316,Mario Díaz-Balart
